step,time_sec,active_samples,solver_time_sec,grad_norm,solver_ret,energy_main,energy_sub0,energy_sub1
328,0.328,0,0.008673,1.21456e-08,0,-264.27,29.894,
329,0.329,0,0.01274,1.233e-08,0,-254.545,32.2275,
330,0.33,0,0.013806,1.28937e-08,0,-245.064,34.3527,
331,0.331,0,0.05615,4.97031e-05,0,-235.894,36.2069,
332,0.332,0,0.026464,1.44094e-08,0,-227.097,37.7322,
333,0.333,0,0.019958,1.5308e-08,0,-218.732,38.8772,
334,0.334,0,0.009137,1.61744e-08,0,-210.85,39.5983,
335,0.335,0,0.056646,1.61425e-08,0,-203.496,39.8612,
336,0.336,0,0.068608,8.57114e-06,0,-196.704,39.6429,
337,0.337,0,0.031426,1.31477e-08,0,-190.498,38.9333,
338,0.338,0,0.171298,1.59485e-05,0,-184.887,37.7366,
339,0.339,0,0.025825,1.89972e-08,0,-179.868,36.0721,
340,0.34,0,0.046401,4.48758e-05,0,-175.422,33.975,
341,0.341,0,0.034103,8.33424e-06,0,-171.512,31.496,
342,0.342,0,0.051776,7.73783e-05,0,-168.089,28.7006,
343,0.343,0,0.020091,1.16533e-06,0,-165.085,25.6672,
344,0.34400000000000003,0,0.011331,5.16179e-08,0,-162.422,22.4847,
345,0.34500000000000003,0,0.009429,5.15905e-08,0,-160.01,19.2501,
346,0.34600000000000003,0,0.009263,4.88052e-08,0,-157.751,16.0642,
347,0.34700000000000003,0,0.043975,4.98504e-05,0,-155.544,13.0286,
348,0.34800000000000003,0,0.009196,3.7315e-08,0,-153.284,10.2415,
349,0.34900000000000003,0,0.036809,1.73783e-08,0,-150.874,7.79354,
350,0.35000000000000003,0,0.046797,2.05468e-05,0,-148.222,5.76456,
351,0.35100000000000003,0,0.011115,1.66021e-08,0,-145.247,4.22015,
352,0.352,0,0.053678,3.06018e-06,0,-141.883,3.20904,
353,0.353,0,0.009683,7.7635e-09,0,-138.08,2.76109,
354,0.354,0,0.009833,5.18406e-09,0,-133.81,2.88609,
355,0.355,0,0.028251,3.57711e-09,0,-129.061,3.57332,
356,0.356,0,0.017005,2.84551e-09,0,-123.845,4.79203,
357,0.357,0,0.016478,2.91608e-09,0,-118.193,6.49263,
358,0.358,0,0.016551,3.7124e-09,0,-112.155,8.60865,
359,0.359,0,0.012238,4.86169e-09,0,-105.798,11.0593,
360,0.36,0,0.019743,6.177e-09,0,-99.2032,13.7528,
361,0.361,0,0.09122,2.05196e-05,0,-92.4643,16.5894,
362,0.362,0,0.009637,8.745e-09,0,-85.6812,19.4654,
363,0.363,0,0.013254,2.45102e-09,0,-78.9586,22.2772,
364,0.364,0,0.012044,2.59822e-09,0,-72.4011,24.9244,
365,0.365,0,0.042705,3.87623e-05,0,-66.1098,27.3137,
366,0.366,0,0.033338,1.07476e-05,0,-60.1786,29.3621,
367,0.367,0,0.009046,8.56626e-09,0,-54.6912,30.9993,
368,0.368,0,0.037946,3.22575e-05,0,-49.7182,32.1703,
369,0.369,0,0.019956,2.965e-06,0,-45.3149,32.8368,
