step,time_sec,active_samples,solver_time_sec,grad_norm,solver_ret,energy_main,energy_sub0
395,0.395,0,0.089244,1.75185e-05,0,-22.4334,8.83097
396,0.396,0,0.012081,1.01082e-08,0,-19.6809,11.0321
397,0.397,0,0.01382,1.01143e-08,0,-16.9021,13.2777
398,0.398,0,0.028036,2.66698e-06,0,-14.1777,15.4875
399,0.399,0,0.03452,2.02861e-05,0,-11.5885,17.5846
400,0.4,0,0.039982,9.46358e-06,0,-9.21217,19.4973
401,0.401,0,0.019429,1.43681e-06,0,-7.12074,21.1622
402,0.402,0,0.027173,3.13636e-06,0,-5.37829,22.5254
403,0.403,0,0.011727,4.33547e-09,0,-4.03879,23.5451
404,0.404,0,0.015898,1.16775e-06,0,-3.14448,24.1919
405,0.405,0,0.031242,4.18222e-06,0,-2.72468,24.4501
406,0.406,0,0.015279,7.70627e-09,0,-2.79515,24.3175
407,0.40700000000000003,0,0.020263,2.7725e-06,0,-3.35787,23.8053
408,0.40800000000000003,0,0.016109,6.93628e-09,0,-4.40143,22.9371
409,0.40900000000000003,0,0.016197,5.93848e-09,0,-5.90178,21.7479
410,0.41000000000000003,0,0.01332,4.77368e-09,0,-7.8235,20.2825
411,0.41100000000000003,0,0.013688,3.69835e-09,0,-10.1213,18.5933
412,0.41200000000000003,0,0.024395,2.29992e-06,0,-12.7422,16.7388
413,0.41300000000000003,0,0.028945,3.35888e-06,0,-15.6271,14.7811
414,0.41400000000000003,0,0.013232,1.56926e-09,0,-18.7134,12.7834
415,0.41500000000000004,0,0.012528,2.35516e-06,0,-21.9373,10.8083
416,0.41600000000000004,0,0.029474,4.53475e-06,0,-25.2356,8.91558
417,0.417,0,0.059207,1.61993e-06,0,-28.5483,7.1601
418,0.418,0,0.130717,5.31915e-06,0,-31.8199,5.59043
419,0.419,0,0.017844,3.97021e-06,0,-35.0016,4.24741
420,0.42,0,0.011722,3.81637e-06,0,-38.0524,3.16316
421,0.421,0,0.007898,3.54211e-06,0,-40.9399,2.36041
422,0.422,0,0.010169,3.61332e-06,0,-43.6414,1.85214
423,0.423,0,0.0169,3.55917e-06,0,-46.1439,1.64165
424,0.424,0,0.014314,1.23317e-06,0,-48.4443,1.72282
425,0.425,0,0.012783,9.62658e-10,0,-50.5487,2.08074
426,0.426,0,0.042894,2.72828e-06,0,-52.4724,2.69255
427,0.427,0,0.061644,4.62729e-06,0,-54.2384,3.52848
428,0.428,0,0.019071,1.49761e-09,0,-55.8768,4.55304
429,0.429,0,0.042839,1.70896e-06,0,-57.4235,5.72637
430,0.43,0,0.020981,8.73776e-10,0,-58.9186,7.00556
431,0.431,0,0.091324,3.00076e-06,0,-60.4054,8.3461
432,0.432,0,0.019088,1.39219e-06,0,-61.9287,9.70319
433,0.433,0,0.02695,1.27115e-05,0,-63.5336,11.0331
434,0.434,0,0.015834,2.20731e-09,0,-65.2641,12.2944
435,0.435,0,0.013684,2.41851e-09,0,-67.162,13.4492
436,0.436,0,0.052666,3.70686e-06,0,-69.2653,14.4636
437,0.437,0,0.014265,2.83608e-09,0,-71.608,15.3093
438,0.438,0,0.04317,6.81442e-06,0,-74.2187,15.9638
439,0.439,0,0.061117,6.11088e-06,0,-77.1199,16.4106
440,0.44,0,0.022206,3.00817e-09,0,-80.3281,16.6401
441,0.441,0,0.019803,2.95056e-09,0,-83.8529,16.6492
442,0.442,0,0.015604,2.84649e-09,0,-87.6973,16.4414
443,0.443,0,0.025518,2.74724e-09,0,-91.8577,16.0265
444,0.444,0,0.013119,2.63977e-09,0,-96.3243,15.42
445,0.445,0,0.028758,1.2828e-05,0,-101.081,14.6426
446,0.446,0,0.023215,1.9467e-06,0,-106.108,13.7195
447,0.447,0,0.019201,2.09172e-09,0,-111.378,12.6794
448,0.448,0,0.079224,5.22913e-06,0,-116.864,11.5535
449,0.449,0,0.04931,1.2986e-05,0,-122.533,10.375
450,0.45,0,0.0873,5.58603e-06,0,-128.352,9.17722
451,0.451,0,0.023439,9.05424e-06,0,-134.288,7.99347
452,0.452,0,0.013308,8.36729e-10,0,-140.307,6.85557
453,0.453,0,0.012744,6.93457e-10,0,-146.377,5.79311
454,0.454,0,0.036752,4.82326e-06,0,-152.468,4.83268
455,0.455,0,0.014183,2.18301e-06,0,-158.554,3.99717
456,0.456,0,0.012708,8.83241e-10,0,-164.61,3.30528
457,0.457,0,0.02482,1.20468e-06,0,-170.62,2.77107
458,0.458,0,0.012956,9.59248e-10,0,-176.568,2.40378
459,0.459,0,0.254977,8.33127e-07,0,-182.446,2.20771
460,0.46,0,0.038018,9.76064e-10,0,-188.248,2.18229
461,0.461,0,0.040346,8.96179e-10,0,-193.976,2.32226
462,0.462,0,0.023383,6.67611e-07,0,-199.635,2.618
463,0.463,0,0.01741,8.74659e-10,0,-205.235,3.0559
464,0.464,0,0.033289,5.90618e-06,0,-210.789,3.6189
465,0.465,0,0.034826,4.74375e-06,0,-216.315,4.28704
466,0.466,0,0.012854,7.72375e-10,0,-221.832,5.03804
467,0.467,0,0.01538,7.66676e-10,0,-227.364,5.84798
468,0.468,0,0.033088,5.61323e-06,0,-232.934,6.69193
469,0.46900000000000003,0,0.013686,7.72718e-10,0,-238.567,7.54459
470,0.47000000000000003,0,0.015524,7.90644e-10,0,-244.289,8.38094
471,0.47100000000000003,0,0.017922,8.27611e-10,0,-250.125,9.17682
472,0.47200000000000003,0,0.013752,7.58538e-10,0,-256.099,9.90956
473,0.47300000000000003,0,0.012408,7.77731e-10,0,-262.234,10.5584
474,0.47400000000000003,0,0.015637,7.47567e-10,0,-268.551,11.1051
475,0.47500000000000003,0,0.059245,1.29125e-06,0,-275.068,11.5342
476,0.47600000000000003,0,0.012945,2.13055e-06,0,-281.801,11.8334
477,0.47700000000000004,0,0.013339,2.03248e-06,0,-288.761,11.9942
478,0.47800000000000004,0,0.011215,7.47558e-10,0,-295.959,12.0114
479,0.47900000000000004,0,0.01526,7.52949e-10,0,-303.398,11.8838
480,0.48,0,0.014169,2.07336e-06,0,-311.08,11.6142
481,0.481,0,0.015521,3.74106e-06,0,-319.002,11.2091
482,0.482,0,0.01156,9.41664e-10,0,-327.158,10.6786
483,0.483,0,0.014355,2.31817e-06,0,-335.537,10.0364
484,0.484,0,0.015725,2.35482e-06,0,-344.126,9.29919
485,0.485,0,0.013455,2.31213e-06,0,-352.907,8.48657
486,0.486,0,0.015055,1.24751e-06,0,-361.862,7.62024
487,0.487,0,0.011677,9.88985e-10,0,-370.968,6.72355
488,0.488,0,0.014756,9.2241e-10,0,-380.202,5.82089
489,0.489,0,0.013758,8.35712e-10,0,-389.538,4.93699
490,0.49,0,0.009856,2.80393e-06,0,-398.953,4.0962
491,0.491,0,0.010556,2.44273e-06,0,-408.421,3.32178
492,0.492,0,0.010847,2.31407e-06,0,-417.92,2.63521
493,0.493,0,0.075555,2.35405e-06,0,-427.427,2.05548
494,0.494,0,0.014718,1.68782e-06,0,-436.924,1.59855
495,0.495,0,0.030478,2.08198e-06,0,-446.394,1.27676
496,0.496,0,0.011511,6.43565e-10,0,-455.824,1.09844
497,0.497,0,0.01442,5.98829e-10,0,-465.208,1.06761
498,0.498,0,0.066729,5.43558e-10,0,-474.539,1.18379
499,0.499,0,0.009192,2.9982e-06,0,-483.82,1.44199
500,0.5,0,0.021484,9.28443e-07,0,-493.054,1.83282
501,0.501,0,0.015248,7.08535e-10,0,-502.252,2.34273
502,0.502,0,0.012929,7.42057e-10,0,-511.427,2.95445
503,0.503,0,0.026766,5.25285e-06,0,-520.597,3.64749
504,0.504,0,0.020873,2.37506e-06,0,-529.782,4.39878
505,0.505,0,0.051704,6.02487e-06,0,-539.005,5.18339
506,0.506,0,0.017874,1.04047e-06,0,-548.291,5.97536
507,0.507,0,0.013403,2.47861e-06,0,-557.668,6.74848
508,0.508,0,0.03186,4.37466e-06,0,-567.16,7.47717
509,0.509,0,0.017692,3.26636e-06,0,-576.794,8.1373
510,0.51,0,0.01116,1.21672e-09,0,-586.595,8.70696
511,0.511,0,0.011841,1.16071e-09,0,-596.584,9.16718
512,0.512,0,0.10019,1.92188e-06,0,-606.78,9.50253
513,0.513,0,0.065502,6.66359e-06,0,-617.199,9.70164
514,0.514,0,0.013379,8.03284e-10,0,-627.852,9.75751
515,0.515,0,0.01272,8.33611e-10,0,-638.747,9.66781
516,0.516,0,0.009118,3.71568e-06,0,-649.885,9.43486
517,0.517,0,0.021889,3.07107e-06,0,-661.265,9.06557
518,0.518,0,0.009917,2.71375e-06,0,-672.879,8.57122
519,0.519,2,0.128303,2.00347e-05,0,-684.716,7.96702
520,0.52,2,0.045106,2.58446e-05,0,-696.754,7.27338
521,0.521,2,0.062866,1.03376e-05,0,-708.804,6.53274
522,0.522,3,0.018709,1.09872e-08,0,-720.801,5.8283
523,0.523,5,0.092181,5.31971e-06,0,-732.802,5.2514
524,0.524,5,0.022005,1.34366e-08,0,-744.836,4.85946
525,0.525,5,0.092823,1.035e-05,0,-756.863,4.67174
526,0.526,6,0.069984,3.25804e-06,0,-768.822,4.6924
527,0.527,6,0.021294,3.59679e-08,0,-780.665,4.92788
528,0.528,7,0.020582,6.13045e-08,0,-792.362,5.39234
529,0.529,10,0.056285,1.21429e-05,0,-803.891,6.10925
530,0.53,11,0.061688,2.54593e-05,0,-815.22,7.12165
531,0.531,14,0.017905,2.37379e-07,0,-826.2,8.47862
532,0.532,17,0.027951,1.4831e-07,0,-836.825,10.2406
533,0.533,21,0.132361,0.000112003,0,-847.081,12.4651
534,0.534,29,0.016298,8.47175e-07,0,-856.905,15.1827
535,0.535,35,0.023348,7.32016e-07,0,-866.005,18.3928
536,0.536,39,0.076364,2.74498e-05,0,-874.063,22.2512
537,0.537,43,0.0832,0.000119299,0,-881.395,26.956
538,0.538,51,0.030986,2.86931e-07,0,-888.054,32.5679
539,0.539,57,0.026124,1.51155e-06,0,-893.787,39.0599
540,0.54,63,0.056574,2.25578e-05,0,-898.193,46.3989
541,0.541,71,0.077533,4.95368e-05,0,-900.989,54.7183
542,0.542,79,0.025946,9.43497e-07,0,-902.692,64.1834
543,0.543,87,0.016551,1.60282e-06,0,-902.98,74.8644
544,0.544,99,0.140207,0.000183582,0,-901.541,86.8198
545,0.545,111,0.0175,1.98965e-06,0,-898.568,100.115
546,0.546,123,0.017667,1.07203e-06,0,-894.124,114.676
547,0.547,133,0.070159,9.44975e-05,0,-887.835,130.559
548,0.548,145,0.016799,8.08497e-07,0,-880.172,147.869
549,0.549,151,0.016915,5.10782e-07,0,-870.443,166.725
550,0.55,167,0.019028,5.7829e-07,0,-859.295,187.173
551,0.551,182,0.016988,6.41598e-07,0,-846.956,209.013
552,0.552,201,0.078354,5.56384e-05,0,-833.36,232.019
553,0.553,220,0.06303,0.000137538,0,-818.442,256.138
554,0.554,234,0.061621,4.31214e-05,0,-802.044,281.388
555,0.555,252,0.018316,7.16627e-07,0,-784.123,307.864
556,0.556,278,0.020471,6.59248e-07,0,-764.717,335.599
557,0.557,303,0.018125,8.61054e-07,0,-743.7,364.547
558,0.558,342,0.178443,0.000235043,0,-720.856,394.628
559,0.559,367,0.029572,4.80376e-07,0,-695.933,425.746
560,0.56,388,0.023933,5.5663e-07,0,-669.006,457.888
561,0.561,405,0.087653,1.29034e-05,0,-640.793,490.989
562,0.562,416,0.026783,3.27406e-07,0,-611.508,524.8
563,0.5630000000000001,433,0.069229,4.19629e-05,0,-581.361,559.008
564,0.5640000000000001,434,0.025549,2.82073e-07,0,-551.03,593.347
565,0.5650000000000001,432,0.10677,3.54311e-05,0,-520.767,627.643
566,0.5660000000000001,429,0.01857,2.85826e-07,0,-490.534,661.876
567,0.5670000000000001,425,0.249512,7.33425e-08,0,-460.215,696.131
568,0.5680000000000001,416,0.042728,2.89433e-07,0,-429.673,730.475
569,0.5690000000000001,410,0.124884,4.09053e-05,0,-398.814,764.876
570,0.5700000000000001,400,0.105556,5.67397e-06,0,-367.626,799.206
571,0.5710000000000001,389,0.034711,2.75071e-07,0,-336.176,833.255
572,0.5720000000000001,383,0.028478,2.66657e-07,0,-304.624,866.736
573,0.5730000000000001,376,0.090362,5.04229e-05,0,-273.211,899.319
574,0.5740000000000001,368,0.019383,2.49968e-07,0,-242.236,930.649
575,0.5750000000000001,364,0.020151,2.44834e-07,0,-212.042,960.372
576,0.5760000000000001,364,0.023324,3.14413e-06,0,-182.991,988.143
577,0.577,365,0.056879,4.82882e-05,0,-155.45,1013.64
578,0.578,363,0.019565,2.57658e-07,0,-129.78,1036.55
579,0.579,364,0.070566,2.70822e-07,0,-106.319,1056.6
580,0.58,365,0.021456,2.85548e-07,0,-85.3677,1073.55
581,0.581,366,0.034571,2.26777e-06,0,-67.1785,1087.22
582,0.582,367,0.063103,4.01264e-05,0,-51.9479,1097.46
583,0.583,370,0.018084,3.34354e-07,0,-39.823,1104.14
584,0.584,372,0.021312,3.56658e-07,0,-30.9084,1107.2
585,0.585,378,0.051594,1.59949e-05,0,-25.2723,1106.61
586,0.586,380,0.018437,4.17435e-07,0,-22.9461,1102.36
587,0.587,382,0.01818,4.51395e-07,0,-23.921,1094.51
588,0.588,382,0.050552,6.39992e-05,0,-28.144,1083.17
589,0.589,386,0.026128,1.29545e-07,0,-35.5184,1068.49
590,0.59,393,0.1347,7.81457e-06,0,-45.9081,1050.64
591,0.591,395,0.023428,5.04522e-07,0,-59.1452,1029.83
592,0.592,396,0.021837,4.73978e-07,0,-75.0386,1006.28
593,0.593,396,0.040211,2.7576e-06,0,-93.3864,980.237
594,0.594,395,0.034291,1.13835e-07,0,-113.975,951.923
595,0.595,396,0.281871,5.89852e-06,0,-136.58,921.589
596,0.596,395,0.064453,2.80962e-05,0,-160.962,889.506
597,0.597,391,0.072086,3.03137e-05,0,-186.858,855.936
598,0.598,387,0.091312,2.32833e-05,0,-214.001,821.146
599,0.599,377,0.020235,4.43862e-07,0,-242.11,785.416
600,0.6,372,0.091724,4.1771e-05,0,-270.889,749.018
601,0.601,356,0.037832,8.25388e-05,0,-300.051,712.219
602,0.602,351,0.124411,3.95175e-05,0,-329.319,675.278
603,0.603,340,0.024119,1.69418e-07,0,-358.43,638.438
604,0.604,328,0.024872,6.84857e-07,0,-387.136,601.929
605,0.605,314,0.018668,6.83181e-07,0,-415.21,565.963
606,0.606,300,0.034475,3.65505e-06,0,-442.447,530.733
607,0.607,287,0.020903,6.33808e-07,0,-468.664,496.412
608,0.608,277,0.019446,5.75684e-07,0,-493.706,463.15
609,0.609,262,0.021105,5.161e-07,0,-517.437,431.072
610,0.61,249,0.026107,4.5854e-07,0,-539.755,400.28
611,0.611,242,0.086927,1.99892e-05,0,-560.581,370.851
612,0.612,232,0.061283,5.19238e-05,0,-579.855,342.848
613,0.613,224,0.022629,3.25217e-07,0,-597.537,316.313
614,0.614,214,0.018555,2.8272e-07,0,-613.609,291.273
615,0.615,203,0.175223,3.71619e-05,0,-628.062,267.742
616,0.616,197,0.033244,2.82088e-06,0,-640.899,245.713
617,0.617,185,0.019016,2.49636e-07,0,-652.141,225.167
618,0.618,175,0.186334,5.54796e-05,0,-661.815,206.08
619,0.619,164,0.023503,2.57936e-07,0,-669.96,188.421
620,0.62,157,0.049699,2.59404e-06,0,-676.617,172.146
621,0.621,147,0.162348,2.58251e-05,0,-681.839,157.206
622,0.622,135,0.019125,2.35246e-07,0,-685.681,143.546
623,0.623,130,0.070313,5.08533e-05,0,-688.2,131.103
624,0.624,126,0.064865,1.13089e-05,0,-689.453,119.808
625,0.625,120,0.016886,1.98699e-07,0,-689.503,109.586
626,0.626,113,0.027155,1.90903e-07,0,-688.425,100.35
627,0.627,106,0.031739,1.85227e-07,0,-686.312,92.0033
628,0.628,96,0.028862,1.75036e-07,0,-683.266,84.444
629,0.629,86,0.015989,1.4516e-07,0,-679.396,77.568
630,0.63,77,0.017274,1.35872e-07,0,-674.812,71.2704
631,0.631,72,0.088806,5.38858e-06,0,-669.63,65.4512
632,0.632,67,0.077914,3.65927e-05,0,-663.96,60.0264
633,0.633,59,0.016546,9.71211e-08,0,-657.896,54.9362
634,0.634,53,0.07863,2.98849e-05,0,-651.513,50.1438
635,0.635,45,0.022934,2.70461e-06,0,-644.857,45.628
636,0.636,39,0.089898,1.67692e-05,0,-637.958,41.3772
637,0.637,33,0.079977,5.47315e-06,0,-630.832,37.3862
638,0.638,27,0.018163,4.26462e-08,0,-623.492,33.6531
639,0.639,22,0.017532,2.18879e-06,0,-615.956,30.1848
640,0.64,20,0.015726,1.59242e-08,0,-608.232,26.9978
641,0.641,19,0.016475,1.54244e-06,0,-600.32,24.1196
642,0.642,15,0.175891,5.07977e-06,0,-592.205,21.5802
643,0.643,12,0.018129,1.02592e-06,0,-583.866,19.4039
644,0.644,11,0.0193,8.99083e-07,0,-575.28,17.6075
645,0.645,9,0.01966,4.60343e-09,0,-566.419,16.2008
646,0.646,9,0.013087,2.66269e-06,0,-557.27,15.1798
647,0.647,8,0.020182,3.73089e-09,0,-547.833,14.5252
648,0.648,7,0.017634,9.87712e-07,0,-538.121,14.202
649,0.649,6,0.019906,9.20261e-07,0,-528.168,14.1591
650,0.65,5,0.017771,8.01719e-07,0,-518.025,14.3328
651,0.651,3,0.019334,5.78713e-07,0,-507.761,14.6531
652,0.652,2,0.01387,1.28467e-06,0,-497.453,15.051
653,0.653,2,0.014187,1.51486e-06,0,-487.175,15.4661
654,0.654,2,0.012622,1.71257e-06,0,-476.982,15.8524
655,0.655,2,0.100005,2.13195e-06,0,-466.916,16.1802
656,0.656,2,0.016612,1.25393e-06,0,-457.001,16.4336
657,0.657,1,0.013612,9.6004e-07,0,-447.254,16.607
658,0.658,1,0.012641,1.11923e-06,0,-437.68,16.7036
659,0.659,1,0.015552,5.23178e-07,0,-428.281,16.7352
660,0.66,0,0.067307,4.31838e-06,0,-419.044,16.7205
661,0.661,0,0.04115,1.96186e-08,0,-409.955,16.682
662,0.662,0,0.022736,3.74106e-09,0,-400.993,16.6447
663,0.663,0,0.012488,1.564e-08,0,-392.133,16.633
664,0.664,0,0.013473,1.53579e-08,0,-383.348,16.6669
665,0.665,0,0.011708,1.54522e-08,0,-374.618,16.759
666,0.666,0,0.013344,1.53306e-08,0,-365.929,16.9126
667,0.667,0,0.012394,1.4816e-08,0,-357.278,17.1209
668,0.668,0,0.013862,1.40204e-08,0,-348.673,17.3677
669,0.669,0,0.017412,1.30484e-08,0,-340.129,17.6294
670,0.67,0,0.076663,3.35197e-05,0,-331.67,17.8768
671,0.671,0,0.019493,1.2679e-08,0,-323.327,18.0778
672,0.672,0,0.014583,1.63429e-08,0,-315.131,18.2001
673,0.673,0,0.076866,1.57977e-05,0,-307.116,18.214
674,0.674,0,0.024843,2.54143e-08,0,-299.312,18.0939
675,0.675,0,0.018467,3.86192e-08,0,-291.744,17.821
676,0.676,0,0.021324,4.44308e-08,0,-284.432,17.3844
677,0.677,0,0.053969,2.29256e-05,0,-277.386,16.7817
678,0.678,0,0.013623,4.64291e-08,0,-270.609,16.0198
679,0.679,0,0.016225,4.3088e-08,0,-264.094,15.1145
680,0.68,0,0.134406,3.79677e-05,0,-257.824,14.09
681,0.681,0,0.046527,5.27949e-06,0,-251.775,12.9776
682,0.682,0,0.020057,4.04317e-08,0,-245.915,11.814
683,0.683,0,0.016075,4.41215e-08,0,-240.207,10.6398
684,0.684,0,0.017762,4.67762e-08,0,-234.609,9.4973
685,0.685,0,0.012981,4.65839e-08,0,-229.08,8.42859
686,0.686,0,0.014089,4.2841e-08,0,-223.575,7.47344
687,0.687,0,0.037788,3.08685e-05,0,-218.055,6.66749
688,0.6880000000000001,0,0.053755,1.81136e-05,0,-212.484,6.04061
689,0.6890000000000001,0,0.014374,2.01045e-08,0,-206.831,5.61549
690,0.6900000000000001,0,0.015001,1.31183e-08,0,-201.074,5.40659
691,0.6910000000000001,0,0.069308,6.15556e-06,0,-195.198,5.41953
692,0.6920000000000001,0,0.015312,4.86284e-09,0,-189.197,5.65086
693,0.6930000000000001,0,0.022192,3.08206e-06,0,-183.074,6.08838
694,0.6940000000000001,0,0.01636,3.37456e-09,0,-176.843,6.7119
695,0.6950000000000001,0,0.170309,3.49379e-09,0,-170.523,7.49438
696,0.6960000000000001,0,0.049066,4.85084e-06,0,-164.142,8.40334
697,0.6970000000000001,0,0.044693,1.99286e-05,0,-157.732,9.40247
698,0.6980000000000001,0,0.047808,2.04935e-05,0,-151.331,10.4533
699,0.6990000000000001,0,0.018803,3.88686e-09,0,-144.977,11.5167
700,0.7000000000000001,0,0.017485,3.98896e-09,0,-138.71,12.5542
701,0.7010000000000001,0,0.037494,1.21672e-06,0,-132.568,13.5292
702,0.7020000000000001,0,0.011647,4.40087e-09,0,-126.588,14.4078
703,0.7030000000000001,0,0.072302,2.00601e-05,0,-120.804,15.1595
704,0.704,0,0.047366,1.23006e-05,0,-115.247,15.7578
705,0.705,0,0.066619,2.0501e-05,0,-109.943,16.1803
706,0.706,0,0.016047,5.50881e-09,0,-104.915,16.4098
707,0.707,0,0.017011,5.79884e-09,0,-100.179,16.4341
708,0.708,0,0.012367,6.17241e-09,0,-95.7489,16.2467
709,0.709,0,0.12323,2.62516e-05,0,-91.6304,15.8472
710,0.71,0,0.016617,1.77311e-06,0,-87.8242,15.2416
711,0.711,0,0.057635,1.16478e-05,0,-84.3241,14.4429
712,0.712,0,0.012774,1.10941e-08,0,-81.1173,13.4706
713,0.713,0,0.04954,2.23605e-05,0,-78.1841,12.3509
714,0.714,0,0.028814,3.76595e-05,0,-75.498,11.1159
715,0.715,0,0.015418,3.66432e-09,0,-73.0266,9.80329
716,0.716,0,0.011994,1.41547e-08,0,-70.732,8.45449
717,0.717,0,0.057974,1.2098e-05,0,-68.5723,7.11379
718,0.718,0,0.070246,3.39115e-05,0,-66.5027,5.82641
719,0.719,0,0.011833,9.14752e-09,0,-64.4775,4.63674
720,0.72,0,0.042511,2.11637e-05,0,-62.4519,3.58647
721,0.721,0,0.033174,2.07539e-05,0,-60.3837,2.71273
722,0.722,0,0.086993,3.91998e-06,0,-58.2353,2.04644
723,0.723,0,0.012908,1.80101e-09,0,-55.9755,1.61083
724,0.724,0,0.017242,1.16005e-06,0,-53.5807,1.42034
725,0.725,0,0.016089,6.18421e-10,0,-51.0365,1.47989
726,0.726,0,0.01188,7.88265e-10,0,-48.3378,1.78459
727,0.727,0,0.036559,4.30695e-06,0,-45.4896,2.31989
728,0.728,0,0.020663,1.28731e-09,0,-42.5067,3.06218
729,0.729,0,0.018765,2.59367e-06,0,-39.4129,3.9798
730,0.73,0,0.015942,2.11808e-09,0,-36.2402,5.03439
731,0.731,0,0.013749,2.58304e-09,0,-33.0273,6.18253
732,0.732,0,0.050958,6.89604e-06,0,-29.8183,7.37759
733,0.733,0,0.02023,1.32778e-06,0,-26.6601,8.57164
734,0.734,0,0.092724,3.60274e-06,0,-23.6011,9.71744
735,0.735,0,0.012793,3.66254e-09,0,-20.689,10.7703
736,0.736,0,0.014196,3.50591e-09,0,-17.9689,11.6899
737,0.737,0,0.060785,6.56915e-06,0,-15.4815,12.4415
738,0.738,0,0.011913,2.87879e-09,0,-13.2616,12.9977
739,0.739,0,0.077706,5.66118e-06,0,-11.337,13.3388
740,0.74,0,0.012255,2.55164e-09,0,-9.72724,13.4538
741,0.741,0,0.014288,2.65907e-09,0,-8.44346,13.3404
742,0.742,0,0.032826,5.54529e-06,0,-7.48787,13.005
743,0.743,0,0.122061,9.27097e-06,0,-6.85394,12.4619
744,0.744,0,0.012369,2.69566e-09,0,-6.52693,11.7332
745,0.745,0,0.053205,3.63099e-06,0,-6.48459,10.8472
746,0.746,0,0.016308,2.06126e-09,0,-6.69825,9.83735
747,0.747,0,0.021618,1.26646e-05,0,-7.13405,8.74086
748,0.748,0,0.015141,2.77059e-06,0,-7.75439,7.59715
749,0.749,0,0.016987,1.58936e-06,0,-8.51943,6.44634
750,0.75,0,0.01539,3.26813e-06,0,-9.38867,5.32767
751,0.751,0,0.013234,1.43866e-06,0,-10.3225,4.27811
752,0.752,0,0.00907,4.28539e-06,0,-11.2836,3.33102
753,0.753,0,0.010651,3.22286e-06,0,-12.2384,2.51504
754,0.754,0,0.009516,2.66587e-06,0,-13.158,1.85318
755,0.755,0,0.008466,2.59066e-06,0,-14.0192,1.36219
756,0.756,0,0.012451,6.02434e-10,0,-14.8053,1.05214
757,0.757,0,0.013092,1.69629e-06,0,-15.5061,0.926323
758,0.758,0,0.01319,9.12489e-10,0,-16.1184,0.981385
759,0.759,0,0.037668,1.72954e-06,0,-16.6457,1.20768
760,0.76,0,0.017324,1.80551e-06,0,-17.0977,1.5899
761,0.761,0,0.104003,1.1307e-05,0,-17.4901,2.10778
762,0.762,0,0.075705,3.60766e-09,0,-17.8432,2.7371
763,0.763,0,0.013097,4.45295e-09,0,-18.1816,3.45061
764,0.764,0,0.012596,5.23602e-09,0,-18.5328,4.21917
765,0.765,0,0.022088,1.23192e-06,0,-18.9262,5.01279
766,0.766,0,0.013476,6.2966e-09,0,-19.3919,5.80176
767,0.767,0,0.029388,1.46618e-05,0,-19.9601,6.55761
768,0.768,0,0.018498,6.84124e-09,0,-20.6593,7.25408
769,0.769,0,0.094001,1.77388e-05,0,-21.516,7.86791
770,0.77,0,0.014386,7.07618e-09,0,-22.5535,8.37953
771,0.771,0,0.064558,1.31862e-05,0,-23.7916,8.77358
772,0.772,0,0.10681,5.54163e-06,0,-25.2457,9.03931
773,0.773,0,0.024675,1.27358e-09,0,-26.9265,9.1707
774,0.774,0,0.015442,6.29935e-09,0,-28.8401,9.16655
775,0.775,0,0.018857,5.65452e-09,0,-30.9875,9.03033
776,0.776,0,0.018919,4.88464e-09,0,-33.3652,8.76985
777,0.777,0,0.023436,3.27353e-06,0,-35.9653,8.39687
778,0.778,0,0.018591,3.04698e-06,0,-38.7758,7.92654
779,0.779,0,0.171395,1.24005e-05,0,-41.7814,7.3767
780,0.78,0,0.019317,2.52469e-06,0,-44.964,6.76723
781,0.781,0,0.039484,4.78422e-06,0,-48.3037,6.11924
782,0.782,0,0.037992,6.38625e-06,0,-51.779,5.45432
783,0.783,0,0.013827,8.25659e-10,0,-55.3681,4.79372
784,0.784,0,0.01272,1.93973e-06,0,-59.0498,4.15772
785,0.785,0,0.010026,4.03855e-06,0,-62.8034,3.56487
786,0.786,0,0.018275,2.71478e-06,0,-66.6104,3.0315
787,0.787,0,0.019372,6.56503e-10,0,-70.4542,2.57122
788,0.788,0,0.019751,2.29146e-06,0,-74.3212,2.19459
789,0.789,0,0.01321,8.92192e-10,0,-78.2008,1.90888
790,0.79,0,0.012973,1.03099e-09,0,-82.0857,1.71799
791,0.791,0,0.011229,1.22603e-09,0,-85.972,1.62252
792,0.792,0,0.012375,1.37687e-09,0,-89.8591,1.61984
793,0.793,0,0.01651,1.51019e-09,0,-93.7498,1.70442
794,0.794,0,0.012365,1.55827e-09,0,-97.6496,1.86814
795,0.795,0,0.013561,1.55406e-09,0,-101.567,2.1007
796,0.796,0,0.054121,5.50153e-06,0,-105.512,2.39013
797,0.797,0,0.123997,6.98224e-06,0,-109.497,2.72327
798,0.798,0,0.012312,1.1964e-09,0,-113.535,3.08626
799,0.799,0,0.011882,1.06267e-09,0,-117.64,3.46512
800,0.8,0,0.043351,4.01948e-06,0,-121.826,3.84613
801,0.801,0,0.01343,2.54491e-06,0,-126.108,4.21637
802,0.802,0,0.016801,4.10473e-06,0,-130.497,4.56401
803,0.803,0,0.012398,9.642e-10,0,-135.006,4.8787
804,0.804,0,0.0192,1.75979e-06,0,-139.646,5.15173
805,0.805,0,0.013156,1.10224e-09,0,-144.425,5.37627
806,0.806,0,0.012693,1.1132e-09,0,-149.349,5.54739
807,0.807,0,0.013076,1.0519e-09,0,-154.425,5.66209
808,0.808,0,0.014801,1.01587e-09,0,-159.654,5.71928
