step,time_sec,active_samples,solver_time_sec,grad_norm,solver_ret,energy_main,energy_sub0
809,0.809,0,0.015325,2.15086e-06,0,-165.038,5.71959
810,0.81,0,0.015874,9.39932e-10,0,-170.576,5.66526
811,0.811,0,0.014512,8.95114e-10,0,-176.266,5.55993
812,0.812,0,0.016788,8.33817e-10,0,-182.105,5.40839
813,0.8130000000000001,0,0.015547,7.93417e-10,0,-188.086,5.21637
814,0.8140000000000001,0,0.020646,3.52953e-06,0,-194.205,4.99026
815,0.8150000000000001,0,0.013708,7.39069e-10,0,-200.455,4.7369
816,0.8160000000000001,0,0.012401,7.13166e-10,0,-206.829,4.46335
817,0.8170000000000001,0,0.025957,3.57744e-06,0,-213.32,4.1767
818,0.8180000000000001,0,0.013945,2.78698e-06,0,-219.921,3.88387
819,0.8190000000000001,0,0.009634,4.30854e-06,0,-226.625,3.59147
820,0.8200000000000001,0,0.00912,3.9046e-06,0,-233.425,3.30568
821,0.8210000000000001,0,0.010096,3.66899e-06,0,-240.315,3.03218
822,0.8220000000000001,0,0.028562,1.5834e-06,0,-247.29,2.77604
823,0.8230000000000001,0,0.013946,6.04653e-10,0,-254.344,2.54172
824,0.8240000000000001,0,0.017117,6.76982e-10,0,-261.472,2.333
825,0.8250000000000001,0,0.020545,3.16411e-06,0,-268.672,2.15301
826,0.8260000000000001,0,0.015173,6.78129e-10,0,-275.94,2.00421
827,0.8270000000000001,0,0.016197,6.94091e-10,0,-283.273,1.88839
828,0.8280000000000001,0,0.013743,7.89861e-10,0,-290.669,1.8067
829,0.8290000000000001,0,0.017571,6.81534e-10,0,-298.128,1.75967
830,0.8300000000000001,2,0.138332,1.21901e-09,0,-305.65,1.7472
831,0.8310000000000001,2,0.040483,9.77807e-07,0,-313.223,1.76918
832,0.8320000000000001,2,0.013713,1.97089e-06,0,-320.73,1.84005
833,0.833,2,0.014602,1.00861e-06,0,-328.222,1.98621
834,0.834,2,0.013971,7.59786e-07,0,-335.736,2.22516
835,0.835,2,0.118547,0.000854744,0,-343.284,2.55689
836,0.836,3,0.015398,1.8309e-06,0,-350.862,2.97074
837,0.837,3,0.023396,2.34238e-06,0,-358.46,3.45385
838,0.838,3,0.019831,3.79748e-09,0,-366.079,3.99476
839,0.839,3,0.019867,5.01185e-09,0,-373.722,4.5856
840,0.84,4,0.018911,1.3243e-06,0,-381.393,5.2228
841,0.841,5,0.02517,2.92309e-06,0,-389.096,5.90783
842,0.842,6,0.018813,1.44654e-08,0,-396.831,6.64583
843,0.843,7,0.119972,1.9562e-08,0,-404.599,7.4423
844,0.844,7,0.017809,2.73595e-06,0,-412.397,8.30296
845,0.845,7,0.020681,2.524e-08,0,-420.223,9.22758
846,0.846,8,0.017828,3.40255e-08,0,-428.075,10.2145
847,0.847,8,0.062939,1.45124e-05,0,-435.948,11.2663
848,0.848,9,0.018388,4.79147e-08,0,-443.833,12.3857
849,0.849,10,0.030024,1.39594e-06,0,-451.722,13.5793
850,0.85,13,0.025505,4.27519e-08,0,-459.594,14.8536
851,0.851,14,0.048286,7.4342e-05,0,-467.425,16.2083
852,0.852,17,0.018831,2.94987e-07,0,-475.153,17.6619
853,0.853,19,0.02327,2.0343e-07,0,-482.735,19.2607
854,0.854,23,0.019197,2.87015e-07,0,-490.143,21.0703
855,0.855,27,0.041751,2.7359e-06,0,-497.349,23.1383
856,0.856,28,0.028271,2.46579e-06,0,-504.165,25.4969
857,0.857,29,0.029211,3.90255e-08,0,-510.675,28.1811
858,0.858,31,0.259152,3.97306e-05,0,-516.977,31.2082
859,0.859,32,0.021113,2.60862e-07,0,-523.064,34.5739
860,0.86,33,0.081646,1.88408e-05,0,-528.881,38.2765
861,0.861,34,0.021727,2.20414e-07,0,-534.381,42.3368
862,0.862,36,0.077958,2.04914e-05,0,-539.542,46.7792
863,0.863,39,0.090372,2.39795e-07,0,-544.35,51.6248
864,0.864,44,0.03006,1.86027e-06,0,-548.785,56.8865
865,0.865,50,0.017575,3.86445e-07,0,-552.818,62.5734
866,0.866,51,0.019715,1.4636e-07,0,-556.415,68.6926
867,0.867,51,0.056011,1.98856e-05,0,-559.541,75.2594
868,0.868,53,0.032747,2.2685e-06,0,-562.214,82.2819
869,0.869,60,0.172887,1.51465e-05,0,-564.438,89.7585
870,0.87,61,0.017978,3.18546e-07,0,-566.207,97.6858
871,0.871,61,0.017306,3.08219e-07,0,-567.452,106.066
872,0.872,64,0.030663,3.1372e-07,0,-568.148,114.915
873,0.873,70,0.080329,5.32639e-05,0,-568.32,124.264
874,0.874,74,0.017682,5.44328e-07,0,-567.973,134.136
875,0.875,79,0.093113,7.23473e-05,0,-566.937,144.524
876,0.876,83,0.048049,8.38885e-06,0,-565.04,155.481
877,0.877,90,0.016192,1.38479e-06,0,-562.508,167.061
878,0.878,93,0.018401,8.07846e-07,0,-559.306,179.233
879,0.879,99,0.052163,3.28024e-05,0,-555.244,191.975
880,0.88,107,0.040787,0.000100878,0,-550.429,205.312
881,0.881,114,0.018423,9.12308e-07,0,-544.996,219.233
882,0.882,124,0.080348,9.98575e-07,0,-538.91,233.693
883,0.883,130,0.069246,8.46071e-05,0,-531.946,248.632
884,0.884,140,0.083731,9.35364e-05,0,-523.679,264.198
885,0.885,150,0.017251,7.79937e-07,0,-514.85,280.468
886,0.886,157,0.076937,0.000122061,0,-505.577,297.28
887,0.887,165,0.042735,0.000102843,0,-495.819,314.428
888,0.888,173,0.065357,2.97887e-05,0,-485.56,331.798
889,0.889,182,0.017088,1.0115e-06,0,-474.803,349.362
890,0.89,191,0.020339,1.41827e-06,0,-463.596,367.12
891,0.891,195,0.097017,1.18137e-05,0,-451.855,385.087
892,0.892,204,0.22868,0.000163171,0,-439.526,403.33
893,0.893,216,0.022204,7.14674e-07,0,-426.689,421.91
894,0.894,224,0.021707,8.06354e-07,0,-412.969,440.807
895,0.895,231,0.073992,5.52215e-05,0,-397.919,460.126
896,0.896,240,0.023886,6.00386e-07,0,-382.583,479.864
897,0.897,252,0.035189,0.000129076,0,-367.082,499.767
898,0.898,270,0.022237,6.64169e-07,0,-351.406,519.595
899,0.899,277,0.036512,0.000119386,0,-335.604,539.183
900,0.9,288,0.020641,6.88449e-07,0,-319.753,558.394
901,0.901,304,0.145151,0.000107461,0,-303.97,577.068
902,0.902,317,0.019257,6.42631e-07,0,-288.354,595.026
903,0.903,331,0.053118,6.04125e-05,0,-273.014,612.109
904,0.904,344,0.053028,2.58934e-07,0,-258.099,628.2
905,0.905,359,0.057767,2.38538e-05,0,-243.792,643.214
906,0.906,373,0.022944,5.9217e-07,0,-230.279,657.056
907,0.907,386,0.045161,7.37889e-05,0,-217.741,669.61
908,0.908,389,0.047354,3.41892e-06,0,-206.345,680.752
909,0.909,392,0.022114,4.85779e-07,0,-196.241,690.377
910,0.91,389,0.034234,1.17618e-07,0,-187.524,698.423
911,0.911,384,0.07562,1.90107e-05,0,-180.221,704.877
912,0.912,380,0.06216,2.25759e-06,0,-174.295,709.774
913,0.913,372,0.174197,2.44004e-05,0,-169.671,713.181
914,0.914,363,0.099953,1.22504e-05,0,-166.259,715.169
915,0.915,356,0.088165,4.38783e-05,0,-163.977,715.799
916,0.916,346,0.06629,1.92867e-05,0,-162.755,715.121
917,0.917,340,0.02036,4.50909e-07,0,-162.525,713.172
918,0.918,338,0.103027,4.612e-07,0,-163.256,709.96
919,0.919,333,0.019921,4.73217e-07,0,-164.934,705.493
920,0.92,329,0.03874,2.64198e-07,0,-167.553,699.765
921,0.921,322,0.081735,2.34738e-05,0,-171.122,692.777
922,0.922,314,0.089784,4.74912e-05,0,-175.638,684.524
923,0.923,311,0.043846,4.79564e-07,0,-181.128,675.011
924,0.924,303,0.103466,4.88644e-07,0,-187.593,664.263
925,0.925,294,0.073457,9.88575e-06,0,-195.018,652.338
926,0.926,287,0.019839,5.29142e-07,0,-203.357,639.3
927,0.927,279,0.019741,5.51235e-07,0,-212.561,625.235
928,0.928,272,0.093445,8.45164e-05,0,-222.552,610.246
929,0.929,264,0.029017,1.50602e-07,0,-233.231,594.458
930,0.93,259,0.075042,5.90276e-05,0,-244.48,577.987
931,0.931,255,0.028197,6.46544e-07,0,-256.194,560.954
932,0.932,249,0.071057,0.000106407,0,-268.253,543.484
933,0.933,246,0.112535,0.000101218,0,-280.535,525.691
934,0.934,242,0.025904,7.40373e-07,0,-292.934,507.682
935,0.935,237,0.162187,7.67176e-07,0,-305.347,489.557
936,0.936,232,0.256478,1.72861e-05,0,-317.679,471.408
937,0.937,227,0.029988,0.000122531,0,-329.842,453.319
938,0.9380000000000001,224,0.017047,8.20093e-07,0,-341.762,435.365
939,0.9390000000000001,212,0.047096,1.8139e-05,0,-353.371,417.614
940,0.9400000000000001,206,0.020478,3.49276e-07,0,-364.611,400.127
941,0.9410000000000001,199,0.071978,6.55575e-05,0,-375.426,382.969
942,0.9420000000000001,193,0.017651,7.32949e-07,0,-385.763,366.184
943,0.9430000000000001,186,0.018175,7.0343e-07,0,-395.584,349.824
944,0.9440000000000001,181,0.060366,5.99316e-05,0,-404.844,333.93
945,0.9450000000000001,168,0.044212,9.71643e-05,0,-413.509,318.546
946,0.9460000000000001,160,0.123617,7.97998e-05,0,-421.538,303.716
947,0.9470000000000001,153,0.018074,6.12316e-07,0,-428.89,289.483
948,0.9480000000000001,150,0.023836,2.62514e-06,0,-435.528,275.889
949,0.9490000000000001,146,0.015043,5.59616e-07,0,-441.409,262.977
950,0.9500000000000001,141,0.040231,1.90781e-05,0,-446.496,250.782
951,0.9510000000000001,134,0.044081,5.04327e-06,0,-450.76,239.335
952,0.9520000000000001,126,0.016106,1.23231e-07,0,-454.173,228.653
953,0.9530000000000001,121,0.021999,4.15744e-07,0,-456.719,218.742
954,0.9540000000000001,117,0.016238,4.38765e-07,0,-458.396,209.585
955,0.9550000000000001,109,0.013676,4.20281e-07,0,-459.224,201.144
956,0.9560000000000001,104,0.042019,1.07288e-05,0,-459.26,193.363
957,0.9570000000000001,103,0.013826,3.75794e-07,0,-458.574,186.174
958,0.9580000000000001,95,0.07105,5.40269e-05,0,-457.24,179.51
959,0.9590000000000001,92,0.01702,3.45435e-07,0,-455.338,173.303
960,0.96,88,0.021571,1.98461e-06,0,-452.945,167.485
961,0.961,82,0.07189,1.42681e-05,0,-450.135,162.002
962,0.962,77,0.014944,3.73762e-07,0,-446.977,156.781
963,0.963,76,0.015011,3.8464e-07,0,-443.543,151.761
964,0.964,69,0.017918,3.58827e-07,0,-439.891,146.885
965,0.965,67,0.01397,3.66798e-07,0,-436.078,142.104
966,0.966,65,0.166231,6.11708e-05,0,-432.164,137.368
967,0.967,60,0.016165,3.60002e-07,0,-428.201,132.631
968,0.968,58,0.018218,3.87302e-07,0,-424.236,127.85
969,0.969,55,0.068095,7.94218e-06,0,-420.317,122.989
970,0.97,54,0.014898,3.89352e-07,0,-416.482,118.015
971,0.971,51,0.015504,3.56897e-07,0,-412.771,112.905
972,0.972,51,0.029153,6.90534e-05,0,-409.221,107.644
973,0.973,49,0.057578,3.94771e-05,0,-405.848,102.229
974,0.974,49,0.061345,2.4427e-05,0,-402.657,96.6743
975,0.975,47,0.013615,3.87272e-07,0,-399.635,91.0044
976,0.976,46,0.042549,5.46152e-05,0,-396.758,85.2569
977,0.977,43,0.022511,1.9986e-06,0,-393.987,79.4787
978,0.978,40,0.014943,3.23548e-07,0,-391.28,73.7255
979,0.979,39,0.06495,1.61082e-05,0,-388.582,68.0617
980,0.98,36,0.014439,3.12401e-07,0,-385.83,62.5574
981,0.981,34,0.014473,2.88049e-07,0,-382.954,57.2848
982,0.982,33,0.016945,2.87478e-07,0,-379.885,52.3147
983,0.983,28,0.044039,7.1886e-06,0,-376.555,47.7132
984,0.984,26,0.029289,2.20489e-06,0,-372.903,43.5388
985,0.985,25,0.094215,3.5378e-05,0,-368.874,39.8435
986,0.986,24,0.038742,7.7208e-06,0,-364.419,36.6679
987,0.987,23,0.067913,5.45947e-06,0,-359.501,34.0375
988,0.988,22,0.016334,1.54766e-07,0,-354.097,31.9613
989,0.989,22,0.051496,3.61475e-05,0,-348.2,30.4312
990,0.99,22,0.017234,8.0847e-08,0,-341.82,29.4222
991,0.991,19,0.026705,1.0918e-07,0,-334.984,28.8929
992,0.992,18,0.069997,1.5003e-06,0,-327.736,28.7862
993,0.993,18,0.018611,1.14855e-07,0,-320.135,29.0321
994,0.994,18,0.013589,1.06318e-07,0,-312.251,29.5523
995,0.995,17,0.028325,9.74527e-08,0,-304.164,30.2638
996,0.996,17,0.097997,1.17439e-06,0,-295.957,31.0827
997,0.997,15,0.04782,1.33261e-05,0,-287.719,31.9272
998,0.998,15,0.055117,1.87343e-05,0,-279.534,32.7209
999,0.999,14,0.031834,6.80924e-08,0,-271.481,33.3953
1000,1.0,12,0.069677,1.85867e-05,0,-263.63,33.8919
1001,1.0010000000000001,12,0.051486,3.66353e-06,0,-256.041,34.1641
1002,1.002,12,0.015118,5.40185e-08,0,-248.761,34.1789
1003,1.0030000000000001,10,0.016118,5.01776e-08,0,-241.825,33.9168
1004,1.004,10,0.056092,4.65974e-06,0,-235.252,33.3704
1005,1.0050000000000001,9,0.025484,1.79175e-08,0,-229.051,32.545
1006,1.006,9,0.079679,4.94017e-06,0,-223.218,31.4577
1007,1.0070000000000001,9,0.012634,2.13283e-08,0,-217.736,30.1351
1008,1.008,8,0.01435,1.77079e-08,0,-212.58,28.6113
1009,1.0090000000000001,7,0.018723,1.55965e-08,0,-207.717,26.9249
1010,1.01,7,0.03632,1.11332e-06,0,-203.108,25.1177
1011,1.0110000000000001,6,0.014186,1.51501e-06,0,-198.711,23.2334
1012,1.012,6,0.066507,2.53402e-06,0,-194.481,21.3157
1013,1.0130000000000001,6,0.01464,5.35116e-09,0,-190.374,19.4077
1014,1.014,6,0.0117,1.57845e-06,0,-186.347,17.5499
1015,1.0150000000000001,5,0.067335,0.000245714,0,-182.36,15.7793
1016,1.016,4,0.07977,0.000177267,0,-178.375,14.1284
1017,1.0170000000000001,4,0.013104,1.09469e-06,0,-174.363,12.6239
1018,1.018,4,0.013148,9.34696e-07,0,-170.294,11.2872
1019,1.0190000000000001,4,0.013039,8.44571e-07,0,-166.147,10.1352
1020,1.02,4,0.140007,0.00039427,0,-161.905,9.17965
1021,1.0210000000000001,3,0.061765,8.24426e-06,0,-157.556,8.42706
1022,1.022,3,0.015239,1.31881e-07,0,-153.093,7.87803
1023,1.0230000000000001,3,0.094165,0.000133002,0,-148.516,7.52814
1024,1.024,3,0.010902,4.60191e-07,0,-143.829,7.36837
1025,1.025,3,0.028778,4.25117e-07,0,-139.04,7.38541
1026,1.026,3,0.014725,3.89307e-07,0,-134.163,7.5621
1027,1.027,3,0.012227,1.42554e-07,0,-129.216,7.87796
1028,1.028,2,0.044277,0.000255011,0,-124.219,8.30982
1029,1.029,2,0.017755,4.72616e-08,0,-119.197,8.8325
1030,1.03,2,0.010334,5.2559e-08,0,-114.175,9.42019
1031,1.031,2,0.072447,0.000256906,0,-109.178,10.0474
1032,1.032,2,0.009193,4.89598e-08,0,-104.234,10.6899
1033,1.033,1,0.012418,5.83991e-08,0,-99.3661,11.3251
1034,1.034,1,0.009823,5.78293e-08,0,-94.5997,11.9329
1035,1.035,1,0.025195,9.99133e-05,0,-89.9554,12.4958
1036,1.036,1,0.011115,5.59145e-08,0,-85.4508,12.9994
1037,1.037,1,0.011771,5.47502e-08,0,-81.1005,13.4322
1038,1.038,1,0.010673,5.37695e-08,0,-76.9164,13.785
1039,1.039,1,0.044519,6.3111e-05,0,-72.9076,14.0509
1040,1.04,1,0.034689,1.91195e-06,0,-69.0812,14.2253
1041,1.041,1,0.090923,2.30886e-05,0,-65.442,14.3053
1042,1.042,1,0.018957,5.17029e-08,0,-61.993,14.2898
1043,1.043,1,0.014092,5.11179e-08,0,-58.7354,14.1795
1044,1.044,1,0.066994,2.25189e-05,0,-55.6687,13.9768
1045,1.045,1,0.015738,4.93218e-08,0,-52.7907,13.6854
1046,1.046,1,0.033615,4.08708e-05,0,-50.0977,13.3111
1047,1.047,1,0.014983,2.0304e-08,0,-47.5841,12.8611
1048,1.048,1,0.01436,4.43671e-08,0,-45.2428,12.3443
1049,1.049,1,0.056642,3.57515e-06,0,-43.065,11.7713
1050,1.05,1,0.011349,3.97763e-08,0,-41.0401,11.154
1051,1.051,1,0.012227,3.74218e-08,0,-39.156,10.5057
1052,1.052,1,0.011451,3.51036e-08,0,-37.3995,9.84094
1053,1.053,1,0.011556,3.28159e-08,0,-35.7559,9.1747
1054,1.054,1,0.058715,5.95435e-05,0,-34.2101,8.52238
1055,1.055,1,0.011268,2.83953e-08,0,-32.7465,7.89921
1056,1.056,1,0.094708,2.95126e-06,0,-31.3498,7.31971
1057,1.057,1,0.050084,3.28806e-06,0,-30.0052,6.79723
1058,1.058,1,0.011392,2.15049e-08,0,-28.6993,6.34346
1059,1.059,1,0.016679,1.47688e-08,0,-27.4203,5.96801
1060,1.06,1,0.046689,4.19022e-05,0,-26.1585,5.67807
1061,1.061,1,0.024038,5.86607e-09,0,-24.9064,5.47817
1062,1.062,1,0.012552,1.55636e-08,0,-23.6597,5.37004
1063,1.063,1,0.011891,1.54194e-08,0,-22.4165,5.35259
1064,1.064,1,0.011728,1.57884e-08,0,-21.1778,5.422
1065,1.065,1,0.084154,2.85384e-05,0,-19.9475,5.5719
1066,1.066,1,0.039576,8.09682e-06,0,-18.7321,5.79364
1067,1.067,1,0.009972,1.86416e-08,0,-17.5401,6.07666
1068,1.068,1,0.009616,2.00062e-08,0,-16.3822,6.40884
1069,1.069,1,0.044927,5.56469e-06,0,-15.2706,6.77701
1070,1.07,1,0.064235,1.02237e-05,0,-14.2185,7.16737
1071,1.071,1,0.043231,4.30662e-05,0,-13.2397,7.56597
1072,1.072,1,0.009442,2.78704e-08,0,-12.3483,7.95915
1073,1.073,1,0.009214,3.06685e-08,0,-11.5579,8.33399
1074,1.074,1,0.010236,3.39474e-08,0,-10.8814,8.67869
1075,1.075,1,0.008966,3.78051e-08,0,-10.3306,8.98286
1076,1.076,1,0.009383,4.23839e-08,0,-9.91586,9.23783
1077,1.077,1,0.011364,4.78203e-08,0,-9.64579,9.43684
1078,1.078,1,0.010878,5.41357e-08,0,-9.52706,9.57514
1079,1.079,1,0.011808,6.15198e-08,0,-9.56429,9.65006
1080,1.08,1,0.047914,2.26804e-06,0,-9.76,9.661
1081,1.081,1,0.040613,1.26029e-05,0,-10.1146,9.60937
1082,1.082,1,0.054977,6.10839e-05,0,-10.6266,9.4984
1083,1.083,1,0.099737,9.6794e-05,0,-11.2925,9.33299
1084,1.084,1,0.057347,3.87291e-05,0,-12.1071,9.11951
1085,1.085,1,0.097626,2.01571e-05,0,-13.064,8.86549
1086,1.086,1,0.022803,5.78358e-08,0,-14.1553,8.57941
1087,1.087,1,0.020575,1.84121e-07,0,-15.3724,8.27039
1088,1.088,1,0.038604,2.76537e-05,0,-16.706,7.9479
1089,1.089,1,0.050698,9.97503e-06,0,-18.1464,7.62155
1090,1.09,1,0.046364,5.69936e-05,0,-19.6838,7.30075
1091,1.091,1,0.144909,3.1984e-05,0,-21.3087,6.99454
1092,1.092,1,0.07645,2.44039e-05,0,-23.0118,6.71134
1093,1.093,1,0.049032,0.000108751,0,-24.7846,6.45878
1094,1.094,1,0.012402,4.34673e-07,0,-26.6195,6.24351
1095,1.095,1,0.04597,0.00033137,0,-28.5096,6.07112
1096,1.096,1,0.021954,5.32259e-07,0,-30.4494,5.94596
1097,1.097,2,0.091691,0.000113205,0,-32.4344,5.87112
1098,1.098,2,0.010637,7.62477e-07,0,-34.4614,5.84871
1099,1.099,3,0.085972,0.00140865,0,-36.5286,5.87932
1100,1.1,3,0.011205,9.41549e-07,0,-38.6354,5.96214
1101,1.101,3,0.023604,9.75044e-07,0,-40.7795,6.09506
1102,1.102,3,0.010828,1.00623e-06,0,-42.9602,6.27503
1103,1.103,3,0.01113,1.03852e-06,0,-45.1798,6.49852
1104,1.104,3,0.090579,2.31091e-05,0,-47.4436,6.76145
1105,1.105,3,0.011459,1.10878e-06,0,-49.7583,7.05885
1106,1.106,3,0.02663,1.82302e-08,0,-52.1309,7.38462
1107,1.107,3,0.021183,2.98328e-07,0,-54.5681,7.73162
1108,1.108,3,0.014308,1.23294e-06,0,-57.0767,8.09214
1109,1.109,3,0.04218,0.000578565,0,-59.6634,8.45847
1110,1.11,3,0.012307,1.3563e-06,0,-62.3348,8.82353
1111,1.111,3,0.025356,1.43801e-06,0,-65.0973,9.18127
1112,1.112,3,0.01335,1.5338e-06,0,-67.9564,9.52689
1113,1.113,3,0.086048,0.000279577,0,-70.9165,9.85697
1114,1.114,3,0.065402,0.000319202,0,-73.9811,10.1694
1115,1.115,3,0.063678,9.83901e-06,0,-77.1523,10.4632
1116,1.116,3,0.013914,2.04925e-06,0,-80.4309,10.739
1117,1.117,4,0.072985,6.06955e-05,0,-83.8163,10.9981
1118,1.118,4,0.113972,0.000512752,0,-87.3066,11.2433
1119,1.119,4,0.013256,1.14718e-06,0,-90.8985,11.4786
1120,1.12,4,0.013538,7.43797e-09,0,-94.5875,11.7091
1121,1.121,4,0.012474,8.3255e-09,0,-98.3678,11.9406
1122,1.122,4,0.032267,9.35439e-09,0,-102.233,12.1801
1123,1.123,5,0.012288,1.12673e-08,0,-106.175,12.4351
1124,1.124,5,0.023124,6.06524e-09,0,-110.186,12.7137
1125,1.125,6,0.07343,0.000340133,0,-114.258,13.0247
1126,1.1260000000000001,6,0.013492,1.81466e-08,0,-118.381,13.3767
1127,1.127,6,0.039268,5.24811e-06,0,-122.546,13.7784
1128,1.1280000000000001,6,0.077438,5.87078e-06,0,-126.744,14.238
1129,1.129,6,0.015252,2.21236e-06,0,-130.966,14.7626
1130,1.1300000000000001,6,0.014909,3.21382e-08,0,-135.204,15.3586
1131,1.131,6,0.08144,4.68829e-06,0,-139.452,16.031
1132,1.1320000000000001,6,0.039522,1.27311e-05,0,-143.703,16.7836
1133,1.133,7,0.013457,5.72086e-08,0,-147.952,17.619
1134,1.1340000000000001,7,0.01341,6.6485e-08,0,-152.196,18.5394
1135,1.135,8,0.021508,1.11485e-07,0,-156.431,19.5453
1136,1.1360000000000001,8,0.015121,1.34803e-07,0,-160.656,20.6311
1137,1.137,10,0.015718,1.92887e-07,0,-164.859,21.7937
1138,1.1380000000000001,11,0.014839,1.5661e-07,0,-169.034,23.0354
1139,1.139,12,0.049324,1.74144e-07,0,-173.175,24.3628
1140,1.1400000000000001,12,0.062153,2.02281e-06,0,-177.286,25.7823
1141,1.141,13,0.036297,1.47332e-05,0,-181.372,27.2973
1142,1.1420000000000001,13,0.062517,9.36533e-06,0,-185.434,28.9074
1143,1.143,13,0.069618,1.17302e-05,0,-189.473,30.6083
1144,1.1440000000000001,14,0.066217,9.3298e-06,0,-193.489,32.3937
1145,1.145,16,0.05672,3.80045e-05,0,-197.481,34.2611
1146,1.1460000000000001,18,0.050992,7.43383e-05,0,-201.443,36.2122
1147,1.147,18,0.109067,4.81392e-07,0,-205.36,38.2495
1148,1.1480000000000001,20,0.022059,5.36303e-07,0,-209.19,40.3816
1149,1.149,21,0.018178,5.92399e-07,0,-212.919,42.6302
1150,1.1500000000000001,23,0.016632,5.69326e-07,0,-216.538,45.0185
1151,1.151,25,0.016438,5.1449e-07,0,-220.037,47.5597
1152,1.1520000000000001,25,0.026628,5.7161e-07,0,-223.378,50.2542
1153,1.153,25,0.018069,6.31951e-07,0,-226.537,53.1043
1154,1.154,26,0.088974,6.06359e-05,0,-229.552,56.1164
1155,1.155,27,0.095863,1.54518e-05,0,-232.458,59.2925
1156,1.156,28,0.054999,2.53372e-05,0,-235.269,62.6222
1157,1.157,30,0.020652,9.85376e-08,0,-237.979,66.0897
1158,1.158,31,0.044938,3.3261e-06,0,-240.582,69.6832
1159,1.159,31,0.034752,2.09971e-05,0,-243.081,73.3912
1160,1.16,32,0.109022,8.58673e-05,0,-245.492,77.202
1161,1.161,33,0.015402,5.08463e-07,0,-247.829,81.103
1162,1.162,33,0.016636,5.05921e-07,0,-250.107,85.0826
1163,1.163,34,0.126979,5.83626e-05,0,-252.332,89.1267
1164,1.164,35,0.072842,7.02202e-06,0,-254.514,93.2248
1165,1.165,36,0.050701,9.41116e-05,0,-256.657,97.3679
1166,1.166,36,0.04905,6.4502e-05,0,-258.769,101.55
1167,1.167,38,0.048984,2.33055e-05,0,-260.853,105.767
1168,1.168,39,0.016053,6.3002e-07,0,-262.915,110.019
1169,1.169,40,0.017348,6.71565e-07,0,-264.951,114.304
1170,1.17,43,0.052454,9.86897e-05,0,-266.963,118.621
1171,1.171,45,0.07414,9.05333e-05,0,-268.949,122.972
1172,1.172,45,0.016037,6.68972e-07,0,-270.904,127.357
1173,1.173,47,0.035333,6.52817e-07,0,-272.826,131.779
1174,1.174,48,0.017274,6.74486e-07,0,-274.713,136.238
1175,1.175,49,0.145635,4.46774e-05,0,-276.561,140.736
1176,1.176,49,0.019721,4.08332e-07,0,-278.368,145.273
1177,1.177,49,0.024798,4.64116e-08,0,-280.131,149.849
1178,1.178,51,0.056052,4.98015e-05,0,-281.847,154.463
1179,1.179,51,0.05705,2.02107e-05,0,-283.514,159.112
1180,1.18,51,0.047211,0.000102034,0,-285.133,163.79
1181,1.181,51,0.101835,2.01293e-05,0,-286.708,168.491
1182,1.182,52,0.025011,1.74194e-07,0,-288.241,173.206
1183,1.183,53,0.0174,6.84423e-07,0,-289.74,177.926
1184,1.184,53,0.018321,1.75182e-07,0,-291.214,182.638
1185,1.185,53,0.048485,7.46595e-05,0,-292.672,187.33
1186,1.186,55,0.025326,6.30673e-07,0,-294.126,191.985
1187,1.187,57,0.014652,7.64991e-07,0,-295.592,196.587
1188,1.188,57,0.019294,4.31026e-07,0,-297.083,201.117
1189,1.189,58,0.085691,9.62776e-06,0,-298.599,205.552
1190,1.19,59,0.015867,7.02859e-07,0,-300.169,209.871
1191,1.191,68,0.014103,8.19436e-07,0,-301.816,214.056
1192,1.192,71,0.03973,1.62359e-05,0,-303.548,218.089
1193,1.193,71,0.085358,9.40709e-05,0,-305.131,221.993
1194,1.194,71,0.015122,6.3764e-07,0,-306.542,225.814
1195,1.195,71,0.06117,9.15922e-06,0,-308.05,229.57
1196,1.196,71,0.038943,5.12614e-05,0,-309.75,233.215
1197,1.197,71,0.033447,4.22427e-06,0,-311.623,236.691
1198,1.198,71,0.012241,5.40889e-07,0,-313.646,239.957
1199,1.199,71,0.016702,1.37978e-07,0,-315.815,242.991
1200,1.2,72,0.023243,1.06644e-06,0,-318.144,245.784
1201,1.201,73,0.066992,7.80649e-05,0,-320.643,248.331
1202,1.202,73,0.028539,8.85397e-05,0,-323.323,250.635
1203,1.203,75,0.013647,6.62507e-07,0,-326.187,252.699
1204,1.204,76,0.018497,6.11006e-07,0,-329.222,254.525
1205,1.205,78,0.017938,5.91638e-07,0,-332.276,256.136
1206,1.206,81,0.016848,5.55301e-07,0,-335.401,257.585
1207,1.207,86,0.018106,4.82904e-07,0,-338.665,258.912
1208,1.208,88,0.041478,8.25079e-05,0,-342.021,260.105
1209,1.209,94,0.115392,6.51711e-05,0,-345.233,261.166
1210,1.21,101,0.022102,5.19637e-07,0,-348.437,262.161
1211,1.211,107,0.012347,6.3964e-07,0,-351.694,263.119
1212,1.212,112,0.012446,6.63835e-07,0,-354.915,264.037
1213,1.213,118,0.058607,0.000137642,0,-357.944,264.942
1214,1.214,126,0.03234,0.000153312,0,-360.658,265.904
1215,1.215,129,0.018246,6.13394e-07,0,-362.973,267.023
1216,1.216,135,0.014144,6.31278e-07,0,-364.71,268.396
1217,1.217,138,0.050296,1.56773e-05,0,-365.983,270.093
1218,1.218,142,0.035789,1.09088e-05,0,-366.994,272.112
